spam,subject,length,message
0," bill koures  vince ,  alex and i did a phone interview with bill koures .  he works for wil",125,bill koures vince alex phone interview bill koures work williams wall background qualified work stochastic modeling curve building option valuation etc program c matlab term quantitative skill bill better ren zhang koch talked yesterday side alex think mr koures may get due higher price tag zimin
0," re : operational risk  michael ,  the science of measuring operational risk is in its early",143,operational risk michael measuring operational risk early stage development really cook book one use creativity lot common sense vince vince j kaminski hou ect ect cc operational risk mr kaminsky recently read article published garp book published garp although excellent introduction operational risk none detail know good book book could recommend one thank michael kim
0," re : p + spread options  jeff ,  a short follow up on the p + options .  attached is a char",139,p option jeff short follow p option attached chart historical correlation calendar future contract show correlation four different time horizon roll nearest contract pair see level usually higher often near current book index p option marked correlation would result reduction value million according estimate
0," re : resume ,  molly ,  i would like to invite this student for an interview ,  sometimes i",281,resume molly would like invite interview sometimes late december thing slow interview direct report george hopley vince forwarded vince j kaminski hou ect vince j kaminski pm jinbaek kim enron cc vince j kaminski hou ect ect resume jinbaek shall invite interview houston vince jinbaek kim pm vkamins enron com cc resume dear mr kaminski hi ph ieor department c berkeley thanks presentation today gave knowledge interest electricity market company mentioned presentation send resume give opportunity learn company hope join super event jinbaek resume doc
0," re : confidential  sophie ,  i think it ' s a fair deal .  vince  sophie kingsley 08 / 30 /",705,confidential think fair deal vince kingsley dale lon ect ect cc vince j kaminski hou ect ect michele small lon ect ect confidential thanks comment comparison good get context based comment would proposal basic ol k kicker year paid lump sum anniversary guaranteed therefore guaranteed effectively completely addition performance bonus increase value option k vest leaf hanging end contract fyi anjam currently agreement would effectively put k gap two let know thought dale kingsley lon ect ect cc confidential vince comment proposal steve also yr exec kicker work basically guaranteed minimum bonus incremental bonus dale forwarded dale lon ect vince j kaminski dale lon ect ect cc vince j kaminski hou ect ect confidential dale thanks message know labor market london well market quants hot steve view exceptionally talented person would go extra mile retain long term company would adjust base kicker upward bit basic anjam receiving currently remember correctly steve much higher value enron anjam vince dale vince j kaminski hou ect ect cc confidential vince package hr proposing think dale forwarded dale lon ect kingsley dale lon ect ect cc confidential sorry dale long day proposed number year exec basic currently k ol k year kicker worth option vest let know think regard
0," re : change - video to teleconferences - enron  christie ,  meeting at 5 : 30 is fine with ",640,change video teleconference enron christie meeting fine presentation sent message regarding dinner tuesday join ken parkhill vince christie patrick vince j kaminski hou ect ect cc change video teleconference enron hi vince thanks information spoke tom piazze today meeting th discus webi contract also meeting wharton broadband technical people meeting hope meet people charge business plan competition tom suggested might want call howard sp possibly stop see wharton getting wharton tuesday try get reservation inn penn leaving early wednesday morning train new york shall meet tha lobby inn penn going meet think meeting pm ish please let know also still need give wharton answer whether interested another investment thanks vince great christie forwarded christie patrick hou ect vince j kaminski christie patrick hou ect ect cc vince j kaminski hou ect ect kenneth parkhill na enron enron change video teleconference enron fyi vince forwarded vince j kaminski hou ect fap clay degiacinto deepa mallik dennis feerick heather thorne jack rejtman jason cummins kim whitsel nicholas levitt omar bassel ram vittal steve lessar thomas tulika bhalla vincent chen cc fap vkamins enron com patterm wharton upenn edu change video teleconference enron shdh shdh shdh please note remaining videoconferences scheduled enron changed teleconference due difficulty experienced host agreed therefore continue teleconference location date noted question please contact fap office thanks donna
0, re : evaluations - enron - reminder  > please pass this along to others who may have worked,364,evaluation enron reminder please pas along others may worked tiger host field application project office wharton university pennsylvania tiger team evaluation thank hosting tiger team project field application project opportunity provided team worthwhile experience apply newly acquired skill real world issue facing company dedication project contributed greatly hopefully opportunity review final report please take moment complete host evaluation form available use internet explorer username tiger password fap space note case sensitive please use lower case deadline acceptance wednesday april feedback important u taken consideration calculating grade implementing change impact enhance program future also effort insure return meaningful contributing host company ask indicate interest returning host next year fap office contact september thank wharton participation field application project year look forward working future question please contact fap office email fap management wharton upenn edu sincerely donna piazze program director field application project
0, re : pending approval for ibuyit request for wincenty ( vince )  kaminski : eva : remedy 41,571,pending approval ibuyit request wincenty vince kaminski eva remedy vince welcome ibuyit enron integrated procurement payment ibuyit form processed ibuyit eprocurement logon information user id po password date format yyyymmdd january important first log ibuyit eprocurement prompted change password may use password enter logging sap related application e g ehronline new password password sap related application automatically reset need one password sap user id ready launch ibuyit eprocurement access ibuyit portal step step documentation ibuyit eprocurement click help call isc call center question regarding request please contact sap thanks raul davila enron enronxgate pm sap enron cc pending approval ibuyit request wincenty vince kaminski eva remedy approved original message tow eva behalf sap sent thursday april pm davila raul cc vkamins enron com crenshaw pending approval ibuyit request wincenty vince kaminski eva remedy raul raul vince kaminiski requesting acces technical view catalog along ibuyit approval role pending approval please send response sap thanks crenshaw ect pm sapsecurity enron com cc vince j kaminski hou ect ect ibuyit form attached please find completed form vince kaminski managing director research group approving purchase cost center forwarded crenshaw hou ect pm debbie enron enronxgate pm crenshaw houston eott eott crenshaw hou ect ect cc ibuyit form hi two isc help desk
0, re : brazil  fyi . this is a deal i ' ve been helping them value correctly .  here remi is ,209,brazil fyi deal helping value correctly remi head trading brazil even know digital option scary grant forwarded grant masson hou ect remi collonges enron development grant masson hou ect ect cc deal thanks taking time look transaction currently trying understand digital option besides got right remi
0, re : tiger team - wharton participants  i lied a little - 2 people from the bottom of the l,655,tiger team wharton participant little people bottom list resume got discouraged check everyone michele nezi marvin manager enron broadband michele nezi marvin pm kristin gandy na enron enron cc jeffrey hou ect ect vince j kaminski hou ect ect tiger team wharton participant first year first year one resume associate position michele nezi marvin manager enron broadband kristin gandy enron jeffrey hou ect ect william keeney hou ect ect catherine clark hou ect ect rajesh chettiar enron development enron development tom dutta hou ect ect jayshree desai hou ect ect colin jackson enron communication enron communication laura howenstine enron communication enron communication michele nezi marvin enron communication enron communication jennifer fraser hou ect ect natalie halich enron communication enron communication ranabir dutt corp enron enron teresa dyar na enron enron jeff golden hou ee ee charles ward corp enron enron sarah wesner corp enron enron li sun na enron enron gillian johnson na enron enron lisa connolly na enron enron michael j popkin na enron enron kevin mcgowan corp enron enron evan betzer enron communication enron communication jebong lee enron communication enron communication chu chu wang corp enron enron brad hitch eu enron enron betsy bassis enron communication enron communication matthew goering hou ect ect claude tellis enron enronxgate cc tiger team wharton participant attached list individual participating tiger team event enron houston th january keep people mind come time pick candidate interview call question still looking wharton alum would like attend dinner churrasco evening thank kristin forwarded kristin gandy na enron melinda mccarty kristin gandy na enron enron cc tiger team wharton participant vincent chen nicholas levitt deepa mallik jack rejtman heather thorne donna piazze kim whitsel tulika bhalla jaideep singh edson otani joshua leventhal pat henahan gustavo palazzi clay degiacinto steve lessar ram vittal omar bassel jason cummins dennis feerick
0, miscellaneous items  vince :  here are several items that you need to know about .  1 . pau,221,miscellaneous item vince item need know paul johnson monday night would fine dinner lucy deathridge risk called needed presentation boston conference evening order copy made told meeting busy know whether presentation ready copy made copy center overnight next week th suggestion trying meeting mike robert called regarding e online friday called mark palmer knew nothing meeting would however unable reach dan diamond mike might cell phone thanks
0," risk desk , issue # 1  hello - - listen , wanted to make sure you received a copy of our ne",226,risk desk issue hello listen wanted make sure received copy newest publication last week risk desk size file sent quite bounced back corp firewall halt email certain size anyhow receive issue hit reply button type resend risk desk far great received free copy think agree soon become leading must read publication market credit price operational risk management energy space also reminder charter price one year subscription end soon let u know john sodergreen editor chief publishing group llc ph fax john scudderpublishing com desk risk desk power executive bandwidth desk energy ebusiness
0," re : 1997 risk paper on pricing of electricity derivatives  bernard ,  yes , i can read a d",805,risk paper pricing electricity derivative bernard yes read dvi file also cc home address vkaminski aol com shall try send answer question weekend vince murphy bernard vince j kaminski enron com cc risk paper pricing electricity derivative vince send scientific word dvi file weekend read scientific word file dissertation reviewed le external yet although month think empirical chapter probably one would relevance company business although ultimately time explicitly price jump risk premium possibly implicit price exchange traded electricity future option rather developed implicit estimation procedure enable rough assessment little bit work much made price jump risk wholesale power market word assumed spot jump risk essentially devoted theoretical chapter proving jump diffusion trading model incomplete market framework representation theory note assume market could dynamically completed term structure hjm w jump paper da deriving explicit risk adjustment process implementing price jump risk using jump diffusion marginal indirect utility wealth process ie jump augmented production economy approach whereas latter forward mean capture mean reversion via future volatility function jump less easy calibrate suggestion regard bernard original message vince j kaminski enron com mailto vince j kaminski enron com sent march murphy bernard cc crenshaw enron com vince j kaminski enron com risk paper pricing electricity derivative bernard forwarding message assistant mail reprint would glad take look dissertation available publication working paper vince murphy bernard vince j kaminski enron com cc risk paper pricing electricity derivative hello vince name bernard murphy received e mail address le clewlow phd supervisor financia option research centre warwick business finished phd electricity price jump diffusion theoretical empirical study incomplete market hence interest electricity price modelling derivative pricing looking get hold copy paper recently come attention challenge pricing risk managing electricity derivative u power market risk publication pp le suggested contact directly le travelling present electronic copy available request e copy incidentally lecturer finance financial mathematics university limerick ireland taken year work caminus uk working introducing developing market based approach spark real asset valuation uk power industry thanks advancve bernard murphy
0," enron ' s new weather system , courtesy the research dept .  v  last night , i tested our n",262,enron new weather courtesy research dept v last night tested new real time surveillance messaging weather delivers data desktop throughout building minute national weather update webpage current technology web page via ftp database impact minute hourly power trader enormous weather upload data around minute hour receive within minute later estimate nonlinear stack model top hour hourly power trading begin otherwise would model result around minute hour notably hourly power trading intent purpose concluded trade minute manage scheduling next effectively may one hour ahead day ago term information people excited cto thanks letting happen c
0, research group accountant  hi dawn :  the research group has moved around so much that we d,121,research group accountant hi dawn research group moved around much know contact accounting issue need reverse money back one group supporting know contact clue also still using sap corp co rc know go get new ena could help would really appreciate thanks crenshaw
0," var for cob lst aug 2000  hi ,  i have run the var for cob lst aug 2000 . a summary of the ",145,var cob lst aug hi run var cob lst aug result follows also attached model price cocoa bean gold updated since th july gamma position metal added check effect var change small delta var delta gamma var live daily feed andreas created file today could check regard kirstee
0," understanding risk and return of an insurance portfolio  hi vince ,  i am enclosing a repor",194,understanding risk return insurance portfolio hi vince enclosing report thought risk return behaviour insurance portfolio input helpful given vasant copy report working towards improving mean time happened mention idea meeting david porter per sekse brad david hoog seems interest understanding work fact david hoog subsequently reviewed suggested change change included report idea point provides broad picture risk return behave portfolio level hoping able relax assumption get realistic picture near future looking forward input sincerely amitava
0, aga for 6 / 16 / 00 is predicted at 82  i will keep runing my aga model ( the molecule mode,82,aga predicted keep aga model model awhile last two week number came model lucky side see following table following figure show overall fit zimin
0, confirmation of meeting  vince : thanks for introducing me as a speaker at the power 2000 c,236,confirmation meeting vince thanks introducing power conference per conversation please find enclosed resume come office pm friday may please let know dress code casual formal thanks taking time talk regarding opportunity enron k khanna sc p eng director quantitative risk management pg e energy trading houston tx email khanna et pge com tel pager cell pg e energy trading company referenced herein us pg e name logo company pacific gas electric company california utility company regulated california public utility commission customer buy product company order continue receive quality regulated utility doc
0," re krishnarao , pinnamaneni v review  i made a mistake and put comments for another person ",316,krishnarao pinnamaneni v review made mistake put comment another person krishnar prc please make sure ignore get fixed intended put apology get assistant get deleted put information monday let guess pay leave review last day paula please fix let vince know either fixed can not fixed innovation basis communicating goal basis team work communication excellent easy work get along business instinct excellent krishnar consistent asking help asking could help u technical excellent krishnar grasp done overall excellent interaction krishnar limited positive krishnar always positive positive attitude get job done analytical skill desire add value area improvement understand role leading research people floor well limited interaction positive krishnar might spend time define people getting feedback performance developing project scope better
0, re : the research lunch  i would be very willing to make a presentation to you . this comin,723,research lunch would willing make presentation coming thursday unfortunately sick day scheduled baby kind thing come office would practical make presentation group possibly interested individual might give u flexibility would also seem appropriate knowing set suggestion development earth live product please let know need yannis joseph hrgovcic yannis tzamouranis hou ect ect cc research lunch yannis know room lunch scheduled let know audio visual material need keep mind research group people watching presentation video portland london best platform would get pc video pc link everyone including people watching remotely see computer monitor big itinerary lunch meet eat lunch trade news first minute latest presentation try wrap discussed yesterday make good presentation pretty much every way experience audio visual people need least hour advance warning get linked let know need help getting jenny thing need joe forwarded joseph hrgovcic hou ect vince j kaminski yannis tzamouranis hou ect ect cc vince j kaminski hou ect ect joseph hrgovcic hou ect ect crenshaw hou ect ect data interest yannis make lot sense get info also welcome make presentation group thursday lunch please call crenshaw x coordinate order would like vince joe please presentation make sure audiovisual equipment need etc vince yannis tzamouranis pm yannis tzamouranis hou ect ect cc bcc vince j kaminski hou ect data interest fyi following file describes content monthly energy review application current historical data available doe site get free incorporate lim database interest review attached file look keywords interest let u know whether need dictate loading datasets market analysis management group yannis c tzamouranis enron
0," re : eprm course  chris ,  thanks for the invitation . yes , i am interested in the trainin",271,eprm course chris thanks invitation yes interested training course shall call paul bristow today please give indication regarding date vince vincent kaminski managing director research enron corp smith room ebl houston tx phone cell fax chris strickland please respond chris strickland vincejkaminski cc vince home eprm course hi vince hope fine hope grant leaving affected group much eprm paul bristow touch var training course involving le interested would extremely happy work talking london houston know fit travel maybe sort something hope next article early next week best regard always many thanks book promotional effort chris
0," re : information  vince ,  after checking into this issue i have found that the type of inf",706,information vince checking issue found type information requested proprietary available release try contact see something else help far data concerned believe help request sorry help thank ganjoo vince j kaminski ganjoo hou ect ect cc vince j kaminski hou ect ect gibner hou ect ect information please look give information see remote possibility gain enron interest growth market part process development infrastructure market maintaining public interest vince forwarded vince j kaminski hou ect yann halluin pm vince j kaminski enron com cc information dear sir scientific computation group university waterloo ontario canada recently interested recent development bandwidth market find bandwidth market offer challenge modelling point view however encountered difficulty looking data wondering could help u specifically would like know given city pair different existing type line e g oc ocl oc spot lease price e g line type mile past month price dark fiber given type line maintenance cost month line e g oc ocl oc upgrading cost different line e g much cost upgrade oc ocl oc oc ocl oc long take upgrade line certain capacity another e g month month realize question may ask confidential data case would really appreciate order magnitude provided look forward hearing sincerely yann halluin p link web page http www uwaterloo ca email file transmitted confidential intended use individual entity addressed unauthorized review use disclosure distribution prohibited intended recipient please contact reply e mail destroy copy original message
0," dr . michelle foss - energy institute  michelle ,  fyi  vince  - - - - - - - - - - - - - - ",615,dr michelle foss energy institute michelle fyi vince forwarded vince j kaminski hou ect christie patrick vince j kaminski hou ect ect cc dr michelle foss energy institute hi vince take care thanks christie forwarded christie patrick hou ect vince j kaminski pm christie patrick hou ect ect cc vince j kaminski hou ect ect dr michelle foss energy institute christie forwarding message received university houston help good relationship uoh vince forwarded vince j kaminski hou ect pm aisha jamal pm please respond aisha uh edu vkamins ect enron com cc mmfoss uh edu dr michelle foss energy institute dear mr kaminski writing ask favor dr michelle foss know running new era program may may th dr foss wondering may nd pm pm would able bring participant tour trading floor time people since people maximum really trading floor need company among divide participant time floor coral energy working duke contacting mr paul robert arrange reliant energy trading floor hoping much would able direct right person contact arrange tour possiblity really appreciate help much thank best regard aisha jamal energy institute
0," re : rice students  ken  a tour would be great ( after 10 : 30 , if they can make it ) .  p",146,rice ken tour would great make please let know meeting vince kenneth parkhill enron vince j kaminski hou ect ect cc rice vince c available reserved wednesday would like try arrange tour wait know interest enron folk would like invite wednesday ken
0," re : clustering for power  tanya ,  as we discussed in the last meeting , to simulate secon",443,clustering power tanya discussed last meeting secondary power curve need correlated jump size totally different current secondary price curve simulation assume perfect correlation also totally different secondary gas basis curve simulation based hedging ratio two issue side need resolve want resolve power basis curve issue currently power position basis curve actually price position hard coding power basis add basis corresponding region curve trying remove hard coding asking loading price curve basis location true power f curve curve look basis curve currently directly map f curve corresponding region curve would also prefer load price curve instead price difference research need jump size correlation clearly involve many new development unless want use way secondary power curve regard winston original message tamarchenko tanya sent monday april lew jaesoo cc gorny vladimir jia winston kaminski vince clustering power jaesoo discussed last week wednesday meeting please implement clustering power curve geographical region involves following deciding together risk control many geographical region want use enron curve belong region deciding together risk control choose core curve region decision maid based position size b statistical analysis might consideration regression analysis curve versus corresponding core curve winston possible run var clustering result obtained jaesoo clustering done sa wait stage fresh tanya
0, fwd : our conversation today  return - path :  from : awenda 2000 @ cs . com  full - name :,154,fwd conversation today return path awenda c com full name awenda message id date mon dec est conversation today wkamins enron com mime version content type multipart mixed boundary part b bc b boundary x mailer unknown sub hi wincenty pleasure talking today enclosing resume look forward talking best regard bibianna bibianna re doc
0," re :  tasha ,  yes , i think li xiao deserves the bonus .  vince kaminski  tasha lair @ enr",189,tasha yes think li xiao deserves bonus vince kaminski tasha lair enron pm vince j kaminski hou ect ect cc vince linda vargo asked administrator employee referral program contact whether li xiao eligible bonus referral alex huang informed linda decision feel alex huang hired result li bringing attention enron bonus due linda communicated via e mail issue early february appears correspondence li encourage alex e mail resume please advise whether want award bonus thank
0, re : lunch  fyi  - - - - - - - - - - - - - - - - - - - - - - forwarded by shirley crenshaw ,825,lunch fyi forwarded crenshaw hou ect allan robert uk arthurandersen com crenshaw enron com cc lunch thank e mail hope turned well vince family first day back office reason contacting acknowledge receipt note inquire vince next uk please contact convenience allan allan robert cc date crenshaw enron com lunch allen apologize tried call number would go sent email explaining vince unfortunately get time vince wife son driving california junior year phoenix wife got sick vince afraid fly drive calif please accept deepest apology reschedule october ok regard crenshaw allan robert uk arthurandersen com crenshaw enron com cc chris j uk arthurandersen com richard p uk arthurandersen com mike uk arthurandersen com angela uk arthurandersen com lunch dear colleague expecting lunch vince today unfortunately vince show reason contacting inform situation whether everything ok plane arrived time heard today need contact urgently please call ea angela regard allan internet email confidentiality footer privileged confidential information may contained message addressee indicated message responsible delivery message person may copy deliver message anyone case destroy message kindly notify reply email please advise immediately employer consent internet email message kind opinion conclusion information message relate official business firm shall understood neither given endorsed internet email confidentiality footer privileged confidential information may contained message addressee indicated message responsible delivery message person may copy deliver message anyone case destroy message kindly notify reply email please advise immediately employer consent internet email message kind opinion conclusion information message relate official business firm shall understood neither given endorsed
0," complexity science and the energy industry brown bag  >  please join nesa / hea at the "" co",83,complexity energy industry brown bag please join nesa hea complexity energy industry brown bag april th question please call lana moore thanks great day e business doc
0, request for natural gas technical analysis  - - - - - - - - - - - - - - - - - - - - - - for,286,request natural gas technical analysis forwarded patricia tlapek hou ect tim mckone enron mike robert hou ect ect cc patricia tlapek hou ect ect anna na enron enron request natural gas technical analysis hello mike work rodney malcolm commercial transaction group focusing developing energy management relationship large volume industrial energy consumer due volatility high price level natural gas contract consumer natural gas extremely concerned exposure asking assistance helping manage exposure one tool customer requesting technical analysis natural gas contract determine entry point hedge extent could assist u analysis meet customer request increase deal flow please advise availability assistance thank tim
0," raptor position reports for 1 / 29 / 01  vince , these spreadsheets have the most up to dat",615,raptor position report vince spreadsheet date number raptor structure sheet summarizes asset liability four forwarded gibner hou ect pm rakesh bharati enron gibner hou ect ect cc raptor position report forwarded rakesh bharati na enron gordon mckillop rakesh bharati na enron enron cc raptor position report forwarded gordon mckillop na enron gordon mckillop pm ben f glisan hou ect ect andrew fastow hou ect ect richard causey corp enron enron rick buy hou ect ect greg whalley hou ect ect cc barry corp enron enron andrea v reed hou ect ect ryan corp enron enron kevin jordan corp enron enron michael kopper hou ect ect chris loehr hou ect ect anne yaeger hou ect ect rodney faldyn corp enron enron ron baker corp enron enron amy flores com l hudson hou ect ect wes colwell hou ect ect kevin howard enron communication enron communication david port market risk corp enron enron jordan mintz hou ect ect maria lebeau hou ect ect david maxwell hou ect ect susie hou ect ect hope vargas hou ect ect bob butt gpgfin enron enron na enron enron raptor position report raptor credit capacity million result credit derivative steel reflected raptor iv notional capacity million available
0, re : fw : fw : visit to enron by professor nalin kulatilaka of boston  university  hi nalin,381,fw fw visit enron professor nalin kulatilaka boston university hi nalin martin lin asked paper something related lecture giving u may th ciao iris original message lin martin sent monday april mack iris fw fw visit enron professor nalin kulatilaka boston university paper something related topic look beforehand thanks martin iris mack enron enronxgate pm chonawee supatgiat corp enron enron ganjoo enron communication enron communication martin lin hou ect ect martin lin contractor enron communication enron communication cc fw fw visit enron professor nalin kulatilaka boston university fyi original message mack iris sent monday april pm crenshaw crenshaw dupont anita cc kaminski vince nalink bu edu fw fw visit enron professor nalin kulatilaka boston university hi title abstract professor kulatilaka talk may th research group luncheon iris title using mobile internet make new market abstract professor kulatilaka talk new idea working involve using micro billing payment capability packet wireless network create new market potential market range spot market local congestion based pricing highway
0," pro opticus  shirley ,  please , send this memo to the entire group and ask if this demo wa",259,pro opticus please send memo entire group ask demo given anybody group vince forwarded vince j kaminski hou ect pm kevin vince j kaminski hou ect ect cc kara maloney na enron enron mario de la os na enron enron matt brown hou ect ect pro opticus vince understand group demo group last friday wondering part push bring option analytics trader desk could explain effort look like one global market trader mario de la os also look used past thanks kevin
0," re : a personal favor  anurag ,  i shall talk about vikas to our it people .  can you send ",252,personal favor anurag shall talk vikas people send resume vince anurag vkamins ect enron com cc personal favor vince left voice mail wait talk personally brother vikas london trying make consulting world working firm last month heard great deal enron line business fit well area expertise wondering know one london speak regarding career opportunity since spoke last number thing changed recently manadate broaden include leading charge developing risk management function domestic international business gmac needless exciting albeit making life little hectic usual talk later anurag
0, risk and purchasing meeting  due to time constraints on mr . kaminski ' s schedule during t,148,risk purchasing meeting due time constraint mr kaminski time town portland meeting held august eb cl must held one hour pm please question comment material ready advance expect fast paced meeting kristin j harrelson enron broadband inc procurement logistics contract smith suite eb houston tx phone fax cell
0," old email address  > hello vince ,  > nie bardzo wiem czy pisac po polsku czy po angielsku ",410,old email address hello vince nie bardzo wiem czy pisac po polsku czy po angielsku co ciebie mnie troche zmian jak ze juz nie pracuje w scem przenioslem sie mieco small marubeni backed energy america trading company bardzo rozne od scem najbardzij przypomina mi scem na poczatku z joe jak bylo osob sa minusy plusy troche structure research ale przede wszystkim weather trrovhe latam miedzy east west bo sa officy w obydwu miejscach california jest ok w zimie na bardziej personalnym froncie pamietasz dinner na ktory poszlismy kiedys na conferencji w ny z catherine used work williams work morgan dating good story met owe dinner jak bylem w atlancie pracowala dla mnie christa grey bedzie teraz konczyla grad international relation eastern european slant zastanawia sie czy sa jakies mozliwosci polaczenia tego co robila ze wschodem co robila bylo przede wszystkim vb implementation modeli roznego rodzaju web based data collection basic research teraz jest w gas structuring etc russian ukraine poland time peace corp assingments bright dedicated myslalem zeby ja zwabic californii ale ten eastern european pociag jest niej silniejszy niz mnie resume wiec jak bys myslal ze jest jakis fit foreward troche tak mieszanka pisze przepraszam bede chyba w houston w pazdzierniku moze bysmy sie mogli latwiej pewnie bylo w ny mieszkam po nj rent jest inny niz w atlancie wiec daj mi znac jakbys mial czas ochote thanks roman
0, your lap top  vince :  the it migration team called and said that they need an email from y,118,lap top vince migration team called need email want lap top upped sure correct term computer migration process since requested need email request need send email enron enronxgate thanks
0, cera conference call and web presentationthe final wave of rto  filings : the ball is in fe,747,cera conference call web final wave rto filing ball ferc court cera conference call title cera conference call web presentation final wave rto filing ball ferc court url http www cera com eprofile electric transmission north american electric power conference call web presentation cambridge energy research associate conference call web presentation topic final wave rto filing ball ferc court independent operator deadline met december ferc soft rto filing format time listed address topic approximately minute accompanying graphic presented internet followed open question answer period david clement cera associate director electric transmission hope robertson cera associate north american electric power larry cera director north american electric power time p eastern thursday february eligibility client eligible participate conference call subscribe electric transmission advisory north american electric power advisory enroll enroll please return form via fax kari paakaula enroll via e mail kpaakaula cera com p wednesday february audio portion call please call one following number approximately minute call audio netscape navigator higher sun hot java tm close desktop application disable saver technical assistance caller experiencing difficulty call may technical assistance pressing star zero telephone keypad connected audio portion conference international caller please dial ask operator assistance giving confirmation code information please contact kari paakaula via e mail kpaakaula cera com via telephone recording call audio available march access recording please call within outside please use confirmation number access call end follow url full report come shoot rapid u ceraweek rapid risk energy future houston february information register please visit http www cera com ceraweek e mail category conference call cera knowledge area north american power make change cera com account go forgot username password go http www cera com client forgot electronic message attachment contain information cambridge energy research associate inc cera confidential may privileged unauthorized disclosure copying distribution use content message attachment whole part prohibited term use http www cera com tos question comment webmaster cera com copyright cambridge energy research associate
0, re : durasoft - - java class  what do you think about option 2 ?  - - sg  - - - - - - - - -,812,durasoft java class think option sg forwarded gibner hou ect pm siva thiagarajan cc durasoft java class option considering full week class may option split course two week can not possibly accomodate full week training try done worked fairly well would like week hour feb tue fri week hour april mon thu two week available venkat teach may th date please let know would work look forward hearing regard siva original message gibner enron com siva durasoftcorp com cc vince j kaminski enron com clayton vernon enron com date monday january pm durasoft java class siva check see accomodate day class also president day holiday u may look later date siva thiagarajan cc durasoft java class attached file along email list needed java class would like class monday thru friday pm way complete class within week unable offer class evening hour week usually teach week long course client available currently class feb th feb working feb th president day call afternoon talk please feel free reach question mean time regard siva original message gibner enron com siva durasoftcorp com date friday january pm durasoft java class siva additional question tell would required also would venkat available start class type would recommend would two hour class twice week pm work high level interest need iron detail feel free call late afternoon monday might best email see attached file htm
0, re : risk model  thanks vince . i made some real progress on the paper today . i ' ll try t,480,risk model thanks vince made real progress paper today try ship revision later week take care friend john pm wrote hi john attractive family must proud father husband vince john martin vince j kaminski enron com cc risk model got understand thanks john p great day way like martin picture wrote john old write risk management eye though info already people left company also consultant audited model use idea vince see attached file doc see attached file doc attachment converted c window desktop doc attachment converted c window desktop doc john martin carr p collins chair finance finance department baylor university po box waco tx office fax j martin baylor edu web http hsb baylor edu html martinj home html john martin carr p collins chair finance finance department baylor university po box waco tx office fax j martin baylor edu web http hsb baylor edu html martinj home html
0, encounter article - shalesh ganjoo  we have conducted an interview and written the attached,121,encounter article ganjoo conducted interview written attached article upcoming edition encounter associate analyst program newsletter interview conducted ganjoo regard participation implementation capacity commodity ensure publication printing accurate information attached article review please confirm information provided ganjoo accurate thank advance assistance tracy arthur communication specialist associate analyst department
0," re : agenda for next week  ben ,  i spoke with anjam and gave him the information about my ",273,agenda next week ben spoke anjam gave information trip short free dinner would glad meet well anjam steve would like review going houston london arrange interview candidate lined monday afternoon tuesday wednesday morning alternative date treat interview internal research group shall arrange full interview later day candidate pas internal test please feel free put agenda meeting think might useful please coordinate meeting anjam steve busy tuesday afternoon speak conference vince benjamin parson vince j kaminski hou ect ect cc crenshaw hou ect ect agenda next week vince could give idea agenda next week london visit particular day would best bring candidate interview old role thanks ben
0," rabi de  toni :  we talked to rabi . he ' s sitting on the fence for some good reasons , an",184,rabi de toni talked rabi fence good reason weigh fairly job situation one start lower level potential wrt green vince verbally offered k plus guarantee bonus year end would minimum k cash addition k sign bonus vince would bother working revised offer letter unless rabi came back verbal ok offer probably day get back u may well call discus exact detail benefit esop k contribution etc regard grant
0," wharton trip  jim ,  no changes in the schedule . the meeting will take place , as schedule",76,wharton trip jim change meeting take place scheduled th december may cancel lunch professor commitment meeting last hour vince
0," option p & l  gentleman :  the erms system , as you know , has an excellent capability for ",289,option p l gentleman erms know excellent capability option p l following component new deal curve shift gamma vega theta rho drift nd order adjustment dont understand gamma component reported dollar unit measure incremental change contract position associated price price effective buy sell price associated dynamic delta position differently taylor expansion incorporated price variable way convert unit measure gamma contract count total gamma something dont understand date inquiry risk management accounting group revealed gamma component p l well understood concern bridgeline book option exposure nymex gas daily book dynamically hedged position yesterday large price move hedging advance large price move sufficient coverage neutralize expected change delta however p l underlying position offset gamma p l consequently ask im hoping brief look gamma dollar calculated may reveal something better guide hedging decision help appreciated
0," re : enron tiger dinner  donna ,  thanks for the restaurant recommendation . i would apprec",293,enron tiger dinner donna thanks restaurant recommendation would appreciate could coordinate dinner faculty expect person enron restaurant allow flexibility case restaurant need credit card number deposit refer assistant crenshaw vince piazze pm vkamins enron com cc piazze wharton upenn edu enron tiger dinner vince look forward jeff next week regard enron tiger kick meeting scheduled wednesday dec vance hall pm mentioned possibly wanting take group dinner presentation would like recommend palladium locust walk campus may want view website www com think nice menu accomodate large group menu choose well please let know would like set notify faculty please let know assist visit way regard donna piazze
0," calling @ 2 pm me . . . 4 pm you  hi vince ,  thank you for allowing me the call to speak c",350,calling pm pm hi vince thank allowing call speak pm pst central candidate asking enron looking forward conversation best wish jeff wesley p pls review attachment coffee break thanks ask controversial attachment wanted send always held confidence hotline voice fax u uk begin pgp public key block version non commercial use w wy bd vq l l n fc g dfw l z sy end pgp public key block get free online email http www ziplip com private pdf pdf
